Studio	2	West Hampstead	West End Lane	240	inc + ct + elec	NW6 1UX	6 Months+
Studio	2	Bayswater	Kensington Garden Square	240	inclusive	W2	1 Month+
Studio	2	Kings Cross	Birkenhead Street	240	inc+elec+ct	WC1H 8BA	6 Months+
Studio	2	Castlenau/Barnes	Castlenau	242	exclusive	SW13	3 Months+
Studio	2	Ealing Common	Hanger Lane	242	inc + elec	W5 3HH	6 Months+
Studio	2	Castlenau/Barnes	Castlenau (pics ex)	242	exclusive	SW13	3 Months+
Studio	2	West Brompton (brand new + W/M)	Lillie Road (Wi Fi inc)2 available	245	inclusive	SW6	6 Months+
Studio	2	Swiss Cottage	Fellows Road	250	inclusive	NW3	1 Year
Studio	2	Green Park	Second House	250	exclusive	W1U	3 Months+
Studio	2	Earls Court	Penywern Road	250	exclusive	SW5 9SU	6 Months+
Studio	1	Gloucester Road	Harrington gardens (available 1/7/14)	250	inc + elec	SW7	6 Months+
Studio	1	Gloucester Road	Harrington gardens	250	inclusive	SW7	3 Months
Studio	1	Gloucester Road (Flat for students)	Wetherby Place	250	inc + elec	SW5	1 Year
Studio	1	Gloucester Road	Bina Gardens (until 15/9)	250	inc + elec	Sw7	3 Months
Studio	1	Gloucester Road	Harrington gardens	250	inc + elec	SW7	10 Months
Studio	1	South Kensington	Queensberry Place	250	inclusive	SW7	3 Months+
